doy = UTC, AirtT = degC, RH = %, WS = m/s, WDir = deg, atmP = kPa, SWin = W/m2, Rain = mm
16-Jul-2020 01:00:001,33.7,36,1.3411,225,95.0951,440,0
16-Jul-2020 02:00:001,32.3,37,1.3411,225,95.1188,252,0
16-Jul-2020 03:00:001,29.8,40,0.8941,202.5,95.1289,55,0
16-Jul-2020 04:00:001,26.9,45,0.447,0,95.1425,0,0
16-Jul-2020 05:00:001,25.2,49,0,0,95.156,0,0
16-Jul-2020 06:00:001,23.3,54,0,0,95.1323,0,0
16-Jul-2020 07:00:001,21.4,59,0.447,0,95.156,0,0
16-Jul-2020 08:00:001,20.3,64,0,0,95.156,0,0
16-Jul-2020 09:00:001,19.3,67,0,0,95.1357,0,0
16-Jul-2020 10:00:001,18.3,70,0,0,95.112,0,0
16-Jul-2020 11:00:001,17.6,72,0,0,95.112,0,0
16-Jul-2020 12:00:001,16.7,75,0,0,95.1222,0,0
16-Jul-2020 13:00:001,16.2,77,0,0,95.1492,0,0
16-Jul-2020 14:00:001,16.5,79,0,0,95.1865,27,0
16-Jul-2020 15:00:001,20.7,67,0,0,95.2271,202,0
16-Jul-2020 16:00:001,22.9,62,0,0,95.2373,430,0
16-Jul-2020 17:00:001,24.2,63,0,0,95.2271,604,0
16-Jul-2020 18:00:001,26.3,56,0,0,95.2779,611,0
16-Jul-2020 19:00:001,27.8,53,0,0,95.2508,854,0
16-Jul-2020 20:00:001,30,51,0,0,95.1492,916,0
16-Jul-2020 21:00:001,32.6,42,0.447,202.5,95.1459,919,0
16-Jul-2020 22:00:001,32.9,40,1.3411,225,95.1391,861,0
16-Jul-2020 23:00:001,32.8,40,1.7882,225,95.1018,760,0
17-Jul-2020 00:00:001,32.3,42,1.7882,202.5,95.1154,613,0
17-Jul-2020 01:00:001,31.6,43,1.3411,225,95.1188,441,0
17-Jul-2020 02:00:001,30.4,45,0.8941,202.5,95.1459,254,0
17-Jul-2020 03:00:001,28.2,48,0.447,202.5,95.156,51,0
17-Jul-2020 04:00:001,25.7,52,0.447,0,95.1899,0,0
17-Jul-2020 05:00:001,23.5,58,0,0,95.2136,0,0
17-Jul-2020 06:00:001,22.6,60,0,0,95.2441,0,0
17-Jul-2020 07:00:001,20.6,67,0,0,95.2576,0,0
17-Jul-2020 08:00:001,20.1,70,0,0,95.2373,0,0
17-Jul-2020 09:00:001,19.2,71,0,0,95.2576,0,0
17-Jul-2020 10:00:001,17.9,75,0,0,95.2441,0,0
17-Jul-2020 11:00:001,17.6,77,0,0,95.2373,0,0
17-Jul-2020 12:00:001,16.5,80,0,0,95.2644,0,0
17-Jul-2020 13:00:001,16.4,81,0,0,95.3253,0,0
17-Jul-2020 14:00:001,16,82,0,0,95.3761,26,0
17-Jul-2020 15:00:001,21.1,70,0,0,95.454,233,0
17-Jul-2020 16:00:001,23.3,65,0,0,95.471,429,0
17-Jul-2020 17:00:001,24.3,67,0,0,95.4642,605,0
17-Jul-2020 18:00:001,25.7,63,0,0,95.4642,586,0
17-Jul-2020 19:00:001,27.2,60,0,0,95.4269,856,0
17-Jul-2020 20:00:001,29.5,52,0,0,95.3592,913,0
17-Jul-2020 21:00:001,32.4,44,0,0,95.3457,913,0
17-Jul-2020 22:00:001,32.4,44,1.3411,225,95.3253,865,0
17-Jul-2020 23:00:001,32.8,38,1.3411,225,95.2847,765,0
18-Jul-2020 00:00:001,32.5,39,1.3411,225,95.2813,620,0
18-Jul-2020 01:00:001,32,45,0.8941,202.5,95.2542,444,0
18-Jul-2020 02:00:001,30.4,45,0.8941,225,95.2881,257,0
18-Jul-2020 03:00:001,28.4,49,0.8941,225,95.2982,46,0
18-Jul-2020 04:00:001,25.8,53,0,0,95.349,0,0
18-Jul-2020 05:00:001,23.8,59,0,112.5,95.366,0,0
18-Jul-2020 06:00:001,21.8,64,0.447,0,95.3829,0,0
18-Jul-2020 07:00:001,20.7,68,0,0,95.4202,0,0
18-Jul-2020 08:00:001,19.8,71,0.447,112.5,95.4066,0,0
18-Jul-2020 09:00:001,19.1,73,0,135,95.3998,0,0
18-Jul-2020 10:00:001,18.3,76,0,0,95.3863,0,0
18-Jul-2020 11:00:001,17.3,79,0,0,95.3998,0,0
18-Jul-2020 12:00:001,16.8,81,0,0,95.4337,0,0
18-Jul-2020 13:00:001,16,85,0,0,95.4676,0,0
18-Jul-2020 14:00:001,16.4,85,0,0,95.5319,31,0
18-Jul-2020 15:00:001,21.7,72,0,0,95.5962,236,0
18-Jul-2020 16:00:001,22.8,73,0,0,95.6403,427,0
18-Jul-2020 17:00:001,23.9,69,0,0,95.6504,603,0
18-Jul-2020 18:00:001,25.7,63,0,0,95.6606,562,0
18-Jul-2020 19:00:001,27.4,60,0.8941,337.5,95.6301,848,0
18-Jul-2020 20:00:001,30.1,52,0.8941,337.5,95.5658,914,0
18-Jul-2020 21:00:001,32,45,0.8941,0,95.5421,922,0
18-Jul-2020 22:00:001,33.3,31,1.3411,225,95.5353,870,0
18-Jul-2020 23:00:001,33.9,37,0.8941,225,95.5048,763,0
19-Jul-2020 00:00:001,34.2,31,0.8941,225,95.4913,611,0
19-Jul-2020 01:00:001,34.2,31,1.3411,202.5,95.4472,446,0
19-Jul-2020 02:00:001,33.5,34,0.8941,180,95.3998,256,0
19-Jul-2020 03:00:001,31.1,37,0.447,157.5,95.4371,45,0
19-Jul-2020 04:00:001,27.7,44,0,0,95.4777,0,0
19-Jul-2020 05:00:001,24.9,50,0,0,95.515,0,0
19-Jul-2020 06:00:001,23.4,53,0,0,95.4947,0,0
19-Jul-2020 07:00:001,21.6,57,0,0,95.5116,0,0
19-Jul-2020 08:00:001,20.2,60,0,0,95.5184,0,0
19-Jul-2020 09:00:001,19.2,64,0,0,95.4506,0,0
19-Jul-2020 10:00:001,18.1,67,0,0,95.4269,0,0
19-Jul-2020 11:00:001,17.2,69,0,0,95.4235,0,0
19-Jul-2020 12:00:001,16.2,68,0,0,95.4168,0,0
19-Jul-2020 13:00:001,15.3,70,0,0,95.4439,0,0
19-Jul-2020 14:00:001,16.2,70,0,0,95.4642,27,0
19-Jul-2020 15:00:001,20.7,61,0,0,95.5184,241,0
19-Jul-2020 16:00:001,24.7,55,0,0,95.5455,421,0
19-Jul-2020 17:00:001,25.4,55,0,0,95.5488,606,0
19-Jul-2020 18:00:001,27.3,49,0,0,95.5217,529,0
19-Jul-2020 19:00:001,29.1,46,0,0,95.498,859,0
19-Jul-2020 20:00:001,31.7,46,0,0,95.4269,923,0
19-Jul-2020 21:00:001,33.8,30,0,0,95.4405,928,0
19-Jul-2020 22:00:001,34.1,31,1.3411,225,95.4303,879,0
19-Jul-2020 23:00:001,34,33,1.3411,202.5,95.4066,777,0
20-Jul-2020 00:00:001,33.3,38,1.3411,202.5,95.4134,631,0
20-Jul-2020 01:00:001,32.8,40,1.3411,202.5,95.3694,454,0
20-Jul-2020 02:00:001,31.6,39,0.8941,202.5,95.3965,259,0
20-Jul-2020 03:00:001,29,43,0.447,202.5,95.41,39,0
20-Jul-2020 04:00:001,26.4,47,0,202.5,95.4168,0,0
20-Jul-2020 05:00:001,23.4,55,0.447,135,95.4574,0,0
20-Jul-2020 06:00:001,21.8,60,0.447,0,95.4811,0,0
20-Jul-2020 07:00:001,20.6,63,0,135,95.454,0,0
20-Jul-2020 08:00:001,19.6,66,0,135,95.4506,0,0
20-Jul-2020 09:00:001,18.7,66,0.447,135,95.4168,0,0
20-Jul-2020 10:00:001,17.4,69,0.447,112.5,95.4235,0,0
20-Jul-2020 11:00:001,16.8,75,0,0,95.4608,0,0
20-Jul-2020 12:00:001,16.3,76,0,0,95.4947,0,0
20-Jul-2020 13:00:001,15.6,76,0.447,0,95.515,0,0
20-Jul-2020 14:00:001,16.2,73,0.447,135,95.5251,24,0
20-Jul-2020 15:00:001,20.1,68,0,135,95.5522,232,0
20-Jul-2020 16:00:001,24.7,59,0.447,0,95.5929,416,0
20-Jul-2020 17:00:001,24.8,58,0.447,0,95.5793,584,0
20-Jul-2020 18:00:001,25.8,55,0.8941,0,95.5421,520,0
20-Jul-2020 19:00:001,27.6,52,0.8941,0,95.4947,836,0
20-Jul-2020 20:00:001,29.3,58,0.8941,337.5,95.4235,901,0
20-Jul-2020 21:00:001,32.2,37,1.3411,225,95.4066,910,0
20-Jul-2020 22:00:001,32.6,37,1.3411,202.5,95.3829,857,0
20-Jul-2020 23:00:001,32.7,37,1.3411,225,95.3287,751,0
21-Jul-2020 00:00:001,32.7,38,1.3411,202.5,95.3118,603,0
21-Jul-2020 01:00:001,32.1,40,0.8941,202.5,95.261,431,0
21-Jul-2020 02:00:001,30.7,41,1.3411,225,95.2745,247,0
21-Jul-2020 03:00:001,28.7,42,0.8941,225,95.2745,42,0
21-Jul-2020 04:00:001,26.4,44,0.447,202.5,95.2644,0,0
21-Jul-2020 05:00:001,24.2,49,0,157.5,95.2745,0,0
21-Jul-2020 06:00:001,22.2,54,0,135,95.2475,0,0
21-Jul-2020 07:00:001,21.2,57,0.447,112.5,95.2136,0,0
21-Jul-2020 08:00:001,20.1,59,0.447,90,95.1899,0,0
21-Jul-2020 09:00:001,19.4,60,0,112.5,95.1933,0,0
21-Jul-2020 10:00:001,18.2,65,0,0,95.1696,0,0
21-Jul-2020 11:00:001,18.3,66,0,112.5,95.1459,0,0
21-Jul-2020 12:00:001,17.2,69,0.447,90,95.1425,0,0
21-Jul-2020 13:00:001,16.4,73,0,112.5,95.1492,0,0
21-Jul-2020 14:00:001,16.9,74,0.447,135,95.1831,29,0
21-Jul-2020 15:00:001,21.4,64,0,180,95.2102,222,0
21-Jul-2020 16:00:001,23.8,59,0.447,0,95.2,398,0
21-Jul-2020 17:00:001,24.9,61,0.447,0,95.2034,573,0
21-Jul-2020 18:00:001,25.9,63,0.8941,337.5,95.1763,517,0
21-Jul-2020 19:00:001,27.5,59,0.8941,337.5,95.1222,831,0
21-Jul-2020 20:00:001,29.2,57,0.8941,337.5,95.0375,905,0
21-Jul-2020 21:00:001,32.3,46,0.447,292.5,95.0138,959,0
21-Jul-2020 22:00:001,30.6,43,2.2352,225,94.9833,825,0
21-Jul-2020 23:00:001,32,38,1.3411,202.5,94.9732,815,0
22-Jul-2020 00:00:001,31.7,35,1.3411,202.5,94.9325,561,0
22-Jul-2020 01:00:001,32.3,38,0.8941,225,94.8851,465,0
22-Jul-2020 02:00:001,31.7,38,0.8941,202.5,94.8716,250,0
22-Jul-2020 03:00:001,29.5,42,0.447,180,94.8445,36,0
22-Jul-2020 04:00:001,26.1,50,0.447,202.5,94.8614,0,0
22-Jul-2020 05:00:001,24,55,0.447,135,94.9224,0,0
22-Jul-2020 06:00:001,22,62,0,0,94.919,0,0
22-Jul-2020 07:00:001,21.2,65,0,112.5,94.9122,0,0
22-Jul-2020 08:00:001,20.1,69,0.447,112.5,94.9054,0,0
22-Jul-2020 09:00:001,19.3,71,0,135,94.902,0,0
22-Jul-2020 10:00:001,18.5,73,0.447,135,94.8919,0,0
22-Jul-2020 11:00:001,17.7,75,0,0,94.8987,0,0
22-Jul-2020 12:00:001,17.1,78,0.447,0,94.8716,0,0
22-Jul-2020 13:00:001,16.6,80,0.447,0,94.8885,0,0
22-Jul-2020 14:00:001,16.7,80,0,135,94.902,29,0
22-Jul-2020 15:00:001,20.7,75,0,0,94.9494,223,0
22-Jul-2020 16:00:001,22.8,69,0.447,337.5,94.9765,413,0
22-Jul-2020 17:00:001,24,68,0.8941,0,95.0206,577,0
22-Jul-2020 18:00:001,25.1,65,0.8941,337.5,94.9732,523,0
22-Jul-2020 19:00:001,26.2,64,0.8941,337.5,94.9935,846,0
22-Jul-2020 20:00:001,27.7,56,0.8941,337.5,94.9427,908,0
22-Jul-2020 21:00:001,29.8,44,1.3411,202.5,94.9562,906,0
22-Jul-2020 22:00:001,29.4,41,1.3411,202.5,94.9528,854,0
22-Jul-2020 23:00:001,30.1,40,1.3411,225,94.9562,750,0
23-Jul-2020 00:00:001,30.6,41,0.8941,202.5,94.9562,605,0
23-Jul-2020 01:00:001,29.4,46,1.3411,225,94.9528,428,0
23-Jul-2020 02:00:001,27.6,50,1.7882,225,94.9461,241,0
23-Jul-2020 03:00:001,26.2,51,0.447,202.5,94.9393,36,0
23-Jul-2020 04:00:001,24.1,56,0.447,0,94.9901,0,0
23-Jul-2020 05:00:001,21.9,63,0,0,95.0239,0,0
23-Jul-2020 06:00:001,20.9,65,0,0,95.0172,0,0
23-Jul-2020 07:00:001,19.7,69,0,0,95.068,0,0
23-Jul-2020 08:00:001,18.7,72,0,0,95.0883,0,0
23-Jul-2020 09:00:001,17.9,74,0,0,95.0747,0,0
23-Jul-2020 10:00:001,17.1,77,0,0,95.0883,0,0
23-Jul-2020 11:00:001,16.4,80,0,0,95.0951,0,0
23-Jul-2020 12:00:001,14.9,84,0,0,95.1425,0,0
23-Jul-2020 13:00:001,14.5,85,0,0,95.1459,0,0
23-Jul-2020 14:00:001,15.1,85,0,0,95.2,27,0
23-Jul-2020 15:00:001,18.8,77,0,0,95.2745,236,0
23-Jul-2020 16:00:001,21.7,69,0,0,95.3186,406,0
23-Jul-2020 17:00:001,23.3,63,0,0,95.305,583,0
23-Jul-2020 18:00:001,25.2,61,0.8941,0,95.3253,525,0
23-Jul-2020 19:00:001,27.2,51,0.8941,0,95.3253,830,0
23-Jul-2020 20:00:001,30.2,37,0.8941,0,95.2407,897,0
23-Jul-2020 21:00:001,31.8,32,1.3411,225,95.2237,896,0
23-Jul-2020 22:00:001,31.8,39,1.3411,202.5,95.2,840,0
23-Jul-2020 23:00:001,31.9,38,1.3411,202.5,95.1594,746,0
24-Jul-2020 00:00:001,31.2,36,1.7882,225,95.1594,600,0
24-Jul-2020 01:00:001,31.2,45,0.8941,270,95.1492,426,0
24-Jul-2020 02:00:001,29.9,45,0.8941,270,95.1492,230,0
24-Jul-2020 03:00:001,27.7,49,0.8941,270,95.1357,36,0
24-Jul-2020 04:00:001,25.2,44,0.447,202.5,95.1459,0,0
24-Jul-2020 05:00:001,24.1,50,0.447,225,95.1594,0,0
24-Jul-2020 06:00:001,21.6,52,0.447,0,95.1865,0,0
24-Jul-2020 07:00:001,20.8,54,0.447,0,95.2237,0,0
24-Jul-2020 08:00:001,20.2,57,0.447,135,95.2068,0,0
24-Jul-2020 09:00:001,18.6,62,0,0,95.1696,0,0
24-Jul-2020 10:00:001,17.4,66,0,0,95.1696,0,0
24-Jul-2020 11:00:001,16.5,69,0.447,0,95.1425,0,0
24-Jul-2020 12:00:001,16.1,71,0.447,0,95.1594,0,0
24-Jul-2020 13:00:001,14.7,76,0,0,95.1933,0,0
24-Jul-2020 14:00:001,15.3,75,0.447,135,95.2339,26,0
24-Jul-2020 15:00:001,19.4,70,0,112.5,95.2644,224,0
24-Jul-2020 16:00:001,22.1,64,0.447,0,95.2982,418,0
24-Jul-2020 17:00:001,23.6,56,0.447,0,95.305,585,0
24-Jul-2020 18:00:001,24.8,56,0.8941,0,95.3016,516,0
24-Jul-2020 19:00:001,26.7,52,0.8941,337.5,95.261,857,0
24-Jul-2020 20:00:001,28.2,55,0.8941,337.5,95.2136,910,0
24-Jul-2020 21:00:001,31,37,0.8941,247.5,95.217,914,0
24-Jul-2020 22:00:001,31.7,33,1.3411,202.5,95.1967,861,0
24-Jul-2020 23:00:001,32.1,33,0.8941,225,95.1797,764,0
25-Jul-2020 00:00:001,31.4,36,1.3411,202.5,95.1357,615,0
25-Jul-2020 01:00:001,30.8,36,1.3411,225,95.1662,436,0
25-Jul-2020 02:00:001,29.8,36,0.8941,202.5,95.1831,246,0
25-Jul-2020 03:00:001,28.1,43,0.447,180,95.2204,35,0
25-Jul-2020 04:00:001,25,48,0,180,95.2508,0,0
25-Jul-2020 05:00:001,22.3,55,0.447,0,95.2475,0,0
25-Jul-2020 06:00:001,20.5,58,0.447,0,95.2373,0,0
25-Jul-2020 07:00:001,19.6,61,0.447,135,95.2508,0,0
25-Jul-2020 08:00:001,18.4,66,0,0,95.2441,0,0
25-Jul-2020 09:00:001,17.1,70,0,0,95.2407,0,0
25-Jul-2020 10:00:001,16.4,72,0,0,95.2339,0,0
25-Jul-2020 11:00:001,15.8,74,0,0,95.2373,0,0
25-Jul-2020 12:00:001,14.8,77,0,0,95.2542,0,0
25-Jul-2020 13:00:001,14.3,78,0,0,95.305,0,0
25-Jul-2020 14:00:001,14.3,79,0,0,95.3524,25,0
25-Jul-2020 15:00:001,19.1,69,0,0,95.3761,223,0
25-Jul-2020 16:00:001,22.7,64,0,0,95.3727,408,0
25-Jul-2020 17:00:001,23.6,67,0,0,95.3795,588,0
25-Jul-2020 18:00:001,25.1,63,0.8941,337.5,95.4066,511,0
25-Jul-2020 19:00:001,27,63,0.8941,315,95.349,853,0
25-Jul-2020 20:00:001,31.2,46,0.8941,337.5,95.2678,914,0
25-Jul-2020 21:00:001,31.6,44,0.8941,337.5,95.261,907,0
25-Jul-2020 22:00:001,33.6,34,0.8941,225,95.2305,863,0
25-Jul-2020 23:00:001,33.7,30,1.3411,225,95.2102,761,0
26-Jul-2020 00:00:001,34.6,28,0.8941,225,95.2271,609,0
26-Jul-2020 01:00:001,33,34,0.8941,202.5,95.2475,426,0
26-Jul-2020 02:00:001,31.6,41,0.8941,225,95.2407,239,0
26-Jul-2020 03:00:001,29.6,45,0,225,95.2542,33,0
26-Jul-2020 04:00:001,26.8,46,0,202.5,95.2542,0,0
26-Jul-2020 05:00:001,23.8,53,0.447,112.5,95.2982,0,0
26-Jul-2020 06:00:001,21.9,57,0.447,0,95.3253,0,0
26-Jul-2020 07:00:001,20.2,62,0,135,95.3524,0,0
26-Jul-2020 08:00:001,19.4,64,0.447,135,95.3355,0,0
26-Jul-2020 09:00:001,18.1,67,0.447,0,95.3186,0,0
26-Jul-2020 10:00:001,17.3,69,0,112.5,95.322,0,0
26-Jul-2020 11:00:001,16.8,70,0,135,95.3457,0,0
26-Jul-2020 12:00:001,15.4,74,0,0,95.3355,0,0
26-Jul-2020 13:00:001,14.9,74,0,135,95.3897,0,0
26-Jul-2020 14:00:001,15.1,76,0,0,95.4371,29,0
26-Jul-2020 15:00:001,19.2,69,0,180,95.454,212,0
26-Jul-2020 16:00:001,22.8,62,0.447,0,95.4777,394,0
26-Jul-2020 17:00:001,24.7,63,0.447,0,95.498,573,0
26-Jul-2020 18:00:001,26.6,55,0.447,0,95.5116,512,0
26-Jul-2020 19:00:001,28,51,0.8941,337.5,95.4608,836,0
26-Jul-2020 20:00:001,29.9,49,0.8941,0,95.3761,889,0
26-Jul-2020 21:00:001,33.3,27,0.8941,225,95.3795,896,0
26-Jul-2020 22:00:001,34.5,25,1.3411,202.5,95.366,849,0
26-Jul-2020 23:00:001,34.8,25,1.3411,202.5,95.3389,748,0
27-Jul-2020 00:00:001,34.7,29,1.3411,202.5,95.3152,604,0
27-Jul-2020 01:00:001,33.8,35,0.8941,202.5,95.2982,426,0
27-Jul-2020 02:00:001,32.9,35,0.447,202.5,95.2949,237,0
27-Jul-2020 03:00:001,30.3,34,0.447,225,95.3592,35,0
27-Jul-2020 04:00:001,27.6,33,0,0,95.3694,0,0
27-Jul-2020 05:00:001,25.4,42,0,112.5,95.3965,0,0
27-Jul-2020 06:00:001,23.3,42,0.447,135,95.4134,0,0
27-Jul-2020 07:00:001,20.6,47,0.447,0,95.3897,0,0
27-Jul-2020 08:00:001,20.2,50,0.447,0,95.3558,0,0
27-Jul-2020 09:00:001,18.6,54,0,0,95.3118,0,0
27-Jul-2020 10:00:001,18.2,58,0,0,95.3118,0,0
27-Jul-2020 11:00:001,17.1,60,0.447,0,95.2949,0,0
27-Jul-2020 12:00:001,16.9,58,0.447,0,95.3152,0,0
27-Jul-2020 13:00:001,16.2,58,0,0,95.3355,0,0
27-Jul-2020 14:00:001,16.4,64,0,90,95.3592,33,0
27-Jul-2020 15:00:001,19.8,58,0,135,95.3592,217,0
27-Jul-2020 16:00:001,23.8,54,0.447,0,95.3897,389,0
27-Jul-2020 17:00:001,25,55,0.447,337.5,95.3998,591,0
27-Jul-2020 18:00:001,26.8,52,0.8941,0,95.3694,496,0
27-Jul-2020 19:00:001,29.2,43,0.447,0,95.3761,840,0
27-Jul-2020 20:00:001,31.3,42,0.8941,337.5,95.2982,901,0
27-Jul-2020 21:00:001,34.7,26,1.3411,202.5,95.305,904,0
27-Jul-2020 22:00:001,34.5,25,1.3411,225,95.2441,849,0
27-Jul-2020 23:00:001,34.8,28,1.3411,225,95.2,749,0
28-Jul-2020 00:00:001,34.5,30,1.3411,225,95.2136,602,0
28-Jul-2020 01:00:001,33.3,32,1.3411,225,95.2034,426,0
28-Jul-2020 02:00:001,32.2,29,1.3411,225,95.2373,236,0
28-Jul-2020 03:00:001,29.6,33,1.3411,225,95.2644,34,0
28-Jul-2020 04:00:001,27.4,36,0.447,0,95.2508,0,0
28-Jul-2020 05:00:001,24.5,43,0,112.5,95.2915,0,0
28-Jul-2020 06:00:001,22.7,45,0.447,90,95.2881,0,0
28-Jul-2020 07:00:001,21.4,47,0.447,135,95.2847,0,0
28-Jul-2020 08:00:001,19.5,52,0.447,90,95.2475,0,0
28-Jul-2020 09:00:001,19.1,53,0,180,95.2441,0,0
28-Jul-2020 10:00:001,18.1,56,0.447,0,95.2542,0,0
28-Jul-2020 11:00:001,16.6,61,0,0,95.2407,0,0
28-Jul-2020 12:00:001,15.9,62,0,0,95.2881,0,0
28-Jul-2020 13:00:001,15.4,63,0,0,95.3186,0,0
28-Jul-2020 14:00:001,15.2,65,0,135,95.3457,25,0
28-Jul-2020 15:00:001,20.1,58,0,135,95.3524,223,0
28-Jul-2020 16:00:001,23.3,53,0.447,315,95.3694,410,0
28-Jul-2020 17:00:001,24.8,55,0.8941,0,95.3795,567,0
28-Jul-2020 18:00:001,27.1,51,0.8941,0,95.4066,538,0
28-Jul-2020 19:00:001,28.7,42,0.8941,0,95.3253,856,0
28-Jul-2020 20:00:001,32.8,32,0.8941,0,95.2779,917,0
28-Jul-2020 21:00:001,34.5,21,0.8941,202.5,95.2475,923,0
28-Jul-2020 22:00:001,35.6,20,0.8941,202.5,95.217,872,0
28-Jul-2020 23:00:001,35.8,22,1.3411,202.5,95.1831,760,0
29-Jul-2020 00:00:001,35.2,25,1.7882,202.5,95.1594,609,0
29-Jul-2020 01:00:001,34.3,22,1.3411,202.5,95.1492,430,0
29-Jul-2020 02:00:001,32.3,29,0.8941,225,95.1628,238,0
29-Jul-2020 03:00:001,30.2,27,0.447,202.5,95.1899,33,0
29-Jul-2020 04:00:001,27.1,35,0,0,95.1899,0,0
29-Jul-2020 05:00:001,24.5,40,0,0,95.2,0,0
29-Jul-2020 06:00:001,21.7,49,0,0,95.1797,0,0
29-Jul-2020 07:00:001,19.8,54,0,0,95.1865,0,0
29-Jul-2020 08:00:001,19.2,54,0,0,95.1628,0,0
29-Jul-2020 09:00:001,17.7,60,0,0,95.1492,0,0
29-Jul-2020 10:00:001,16.6,63,0,0,95.1391,0,0
29-Jul-2020 11:00:001,14.9,65,0,0,95.1696,0,0
29-Jul-2020 12:00:001,15.1,65,0,0,95.1729,0,0
29-Jul-2020 13:00:001,14.7,63,0,0,95.2237,0,0
29-Jul-2020 14:00:001,13.9,70,0,0,95.2542,23,0
29-Jul-2020 15:00:001,18.3,63,0,0,95.305,225,0
29-Jul-2020 16:00:001,23.4,51,0,0,95.3592,395,0
29-Jul-2020 17:00:001,24.4,51,0,0,95.3761,574,0
29-Jul-2020 18:00:001,25.8,49,0,0,95.4032,522,0
29-Jul-2020 19:00:001,28.3,48,0,0,95.3965,843,0
29-Jul-2020 20:00:001,31.1,32,0,0,95.3592,900,0
29-Jul-2020 21:00:001,33.1,19,0,0,95.3592,902,0
29-Jul-2020 22:00:001,34.2,19,0,0,95.3524,852,0
29-Jul-2020 23:00:001,34.3,18,0.8941,202.5,95.3457,778,0
30-Jul-2020 00:00:001,34.2,18,0.8941,225,95.3186,633,0
30-Jul-2020 01:00:001,34.3,21,0.8941,180,95.3084,453,0
30-Jul-2020 02:00:001,32.1,29,1.3411,202.5,95.3152,255,0
30-Jul-2020 03:00:001,30.6,31,0,135,95.3355,33,0
30-Jul-2020 04:00:001,26.5,39,0,225,95.3626,0,0
30-Jul-2020 05:00:001,23.9,45,0,0,95.3795,0,0
30-Jul-2020 06:00:001,21.1,51,0,0,95.3592,0,0
30-Jul-2020 07:00:001,19.3,55,0,0,95.3829,0,0
30-Jul-2020 08:00:001,18.3,57,0,0,95.3761,0,0
30-Jul-2020 09:00:001,16.7,63,0,0,95.3897,0,0
30-Jul-2020 10:00:001,16.6,62,0,0,95.4235,0,0
30-Jul-2020 11:00:001,15.7,65,0,0,95.4134,0,0
30-Jul-2020 12:00:001,14.1,69,0,0,95.4337,0,0
30-Jul-2020 13:00:001,13.4,71,0,0,95.4676,0,0
30-Jul-2020 14:00:001,14.3,70,0,0,95.5353,22,0
30-Jul-2020 15:00:001,18,63,0,0,95.5929,227,0
30-Jul-2020 16:00:001,21.4,59,0,0,95.6437,403,0
30-Jul-2020 17:00:001,24,52,0,0,95.6606,576,0
30-Jul-2020 18:00:001,25.4,49,0,0,95.6741,496,0
30-Jul-2020 19:00:001,27.8,43,0,0,95.6504,824,0
30-Jul-2020 20:00:001,29.8,43,0,0,95.5624,881,0
30-Jul-2020 21:00:001,32.1,28,0,0,95.5725,894,0
30-Jul-2020 22:00:001,32.8,21,0,0,95.5827,874,0
30-Jul-2020 23:00:001,34.1,10,0,0,95.5827,778,0
31-Jul-2020 00:00:001,34.3,17,0,0,95.5556,633,0
31-Jul-2020 01:00:001,33.1,25,0,225,95.5522,448,0
31-Jul-2020 02:00:001,31.7,29,0,157.5,95.5455,255,0
31-Jul-2020 03:00:001,28.7,37,0,0,95.5319,31,0
31-Jul-2020 04:00:001,26.2,36,0,0,95.5725,0,0
31-Jul-2020 05:00:001,23.4,39,0,0,95.5962,0,0
31-Jul-2020 06:00:001,20.6,50,0,0,95.5759,0,0
31-Jul-2020 07:00:001,18.4,53,0,0,95.5692,0,0
31-Jul-2020 08:00:001,17.1,51,0,0,95.5658,0,0
31-Jul-2020 09:00:001,15.8,59,0,0,95.5455,0,0
31-Jul-2020 10:00:001,14.7,55,0,0,95.5319,0,0
31-Jul-2020 11:00:001,14,57,0,0,95.515,0,0
31-Jul-2020 12:00:001,12.8,60,0,0,95.5285,0,0
31-Jul-2020 13:00:001,12.1,60,0,0,95.6098,0,0
31-Jul-2020 14:00:001,12.6,61,0,0,95.6707,19,0
31-Jul-2020 15:00:001,16.7,55,0,0,95.7148,218,0
31-Jul-2020 16:00:001,23.7,44,0,0,95.7249,399,0
31-Jul-2020 17:00:001,23.5,46,0,0,95.7723,569,0
31-Jul-2020 18:00:001,25.7,43,0,0,95.7554,534,0
31-Jul-2020 19:00:001,28.2,29,0,0,95.7114,831,0
31-Jul-2020 20:00:001,30.9,26,0,0,95.6606,889,0
31-Jul-2020 21:00:001,31.6,23,0,180,95.6741,896,0
31-Jul-2020 22:00:001,32.4,29,1.3411,202.5,95.6809,856,0
31-Jul-2020 23:00:001,32.7,22,0.8941,225,95.6572,764,0
01-Aug-2020 00:00:001,32.4,28,0.8941,202.5,95.6504,624,0
01-Aug-2020 01:00:001,31.3,37,0.8941,247.5,95.6301,448,0
01-Aug-2020 02:00:001,30.1,29,0.8941,270,95.6369,255,0
01-Aug-2020 03:00:001,26.4,46,1.3411,0,95.664,26,0
01-Aug-2020 04:00:001,23.6,44,0.8941,225,95.6707,0,0
01-Aug-2020 05:00:001,20.3,48,0,0,95.7249,0,0
01-Aug-2020 06:00:001,17.4,57,0,0,95.6775,0,0
01-Aug-2020 07:00:001,16.6,61,0,0,95.6809,0,0
01-Aug-2020 08:00:001,15.4,65,0,0,95.6911,0,0
